College,Latitude,Longitude,City,State
Crown College,44.8846627,-93.7435161,Saint Bonifacius,MN
Randolph College,37.4137536,-79.14224639999999,Lynchburg,VA
Monmouth College,40.9114271,-90.64735759999999,Monmouth,IL
Oberlin College,41.2939386,-82.21737859999999,Oberlin,OH
Misericordia University,41.3361911,-75.9632546,Dallas,PA
Coastal Alabama Community College,30.8829628,-87.7730474,Bay Minette,AL
Southern New Hampshire University,43.0463073,-71.4365043,Hooksett,NH
Georgetown College,38.2097967,-84.55883109999999,Georgetown,KY
University of St. Thomas (TX),29.7382063,-95.3916316,Houston,TX
Missouri Valley College,39.1230777,-93.1968704,Marshall,MO
American International College,42.1182639,-72.55403369999999,Springfield,MA
Wittenberg University,39.9242266,-83.8088171,Springfield,OH
Gordon College,42.604261,-70.8911612,Wenham,MA
Birmingham-Southern College,33.5185892,-86.8103567,Birmingham,AL
Mcmurry University,32.4487364,-99.73314390000002,Abilene,TX
Iowa Central Community College,42.4974694,-94.16801579999999,Fort Dodge,IA
Albright College,40.3356483,-75.9268747,Reading,PA
LeTourneau University,32.5007037,-94.74048909999999,Longview,TX
University of Southern Maine,43.6797054,-70.4429309,Gorham,ME
Colby-Sawyer College,43.4284925,-71.97569899999999,New London,NH
Millsaps College,32.2981392,-90.18065,Jackson,MS
Rowan College At Gloucester County,39.7662167,-75.1441926,Mantua Township,NJ
"University of Puerto Rico, Mayaguez",18.2015498,-67.1439207,Mayagüez,Mayagüez
Bethany College,38.5736176,-97.67448379999999,Lindsborg,KS
Edward Waters University,30.3436937,-81.6836704,Jacksonville,FL
Greenville University,38.8922687,-89.41313559999999,Greenville,IL
Campbellsville University,37.3433974,-85.3419069,Campbellsville,KY
Goucher College,39.2903848,-76.6121893,Baltimore,MD
St. Joseph's College Long Island,40.7659783,-73.01934299999999,Patchogue,NY
Concordia University Texas,30.267153,-97.7430608,Austin,TX
Sul Ross State University,30.3561488,-103.6696958,Alpine,TX
Alvernia University,40.3356483,-75.9268747,Reading,PA
College of the Canyons,34.4044133,-118.5701088,Santa Clarita,CA
Shenandoah University,39.1856597,-78.1633341,Winchester,VA
Hendrix College,35.0917506,-92.4366522,Conway,AR
State University of New York Delhi,42.27814009999999,-74.91599459999999,Delhi,NY
John Brown (Ark.),36.1859196,-94.54156429999999,Siloam Springs,AR
Edgewood College,43.0721661,-89.4007501,Madison,WI
Glendale Community College (Ariz.),33.5386523,-112.1859866,Glendale,AZ
Marion Military Institute,32.6323536,-87.3191655,Marion,AL
Virginia State University,37.4315734,-78.6568942,,VA
University of Saint Katherine,33.1433723,-117.1661449,San Marcos,CA
LA Mission College,34.0549076,-118.242643,Los Angeles,CA
Johnson University,35.9606384,-83.9207392,Knoxville,TN
Virginia Wesleyan University,36.8516437,-75.97921939999999,Virginia Beach,VA
Nebraska Wesleyan University,40.8136634,-96.7025764,Lincoln,NE
Johnson C. Smith University,35.2270869,-80.8431267,Charlotte,NC
Kutztown University of Pennsylvania,41.2033216,-77.1945247,,PA
Thiel College,41.404499,-80.39117850000001,Greenville,PA
Menlo College,37.4560992,-122.1921047,Atherton,CA
Norwich University,44.1387642,-72.6615774,Northfield,VT
Stockton University,39.4928235,-74.5596879,Galloway,NJ
Drew University,40.7598227,-74.417097,Madison,NJ
Moravian College,40.6259316,-75.37045789999999,Bethlehem,PA
University Of Northwestern - St. Paul,44.9537029,-93.0899578,Saint Paul,MN
Wartburg College,42.7272032,-92.4668511,Waverly,IA
Doane College,40.6252173,-96.9615141,Crete,NE
Hartwick College,42.4528571,-75.0637746,Oneonta,NY
Benedict College,34.0008322,-81.035147,Columbia,SC
Trine University,41.6347726,-84.9994088,Angola,IN
Fort Valley State University,32.5537585,-83.8874084,Fort Valley,GA
"University of Minnesota, Duluth",46.78667189999999,-92.1004852,Duluth,MN
Carroll University,43.0107836,-88.2291729,Waukesha,WI
Savannah State University,32.0808989,-81.091203,Savannah,GA
Loras College,42.5063629,-90.6677479,Dubuque,IA
College of Saint Benedict,45.59388149999999,-94.3641026,Collegeville,MN
East Stroudsburg University of Pennsylvania,41.0030522,-75.1817547,East Stroudsburg,PA
John Jay College of Criminal Justice,40.7127753,-74.0059728,New York,NY
Marywood University,41.408969,-75.66241219999999,Scranton,PA
Randolph-Macon College,37.7590318,-77.47998369999999,Ashland,VA
Central College,41.4080327,-92.91640500000001,Pella,IA
Marietta College,39.41535200000001,-81.45484359999999,Marietta,OH
Earlham College,39.8289369,-84.8902382,Richmond,IN
Itawamba Community College,34.2739933,-88.40921329999999,Fulton,MS
Truman State University,40.19475389999999,-92.5832496,Kirksville,MO
Evangel University,37.2089572,-93.29229889999999,Springfield,MO
Bemidji State University,47.471573,-94.8826861,Bemidji,MN
Rhode Island College,41.8239891,-71.4128343,Providence,RI
Cornell College,41.9219522,-91.4168371,Mount Vernon,IA
Hamline University,44.9537029,-93.0899578,Saint Paul,MN
"University of Wisconsin, Superior",46.7205925,-92.0875264,Superior,WI
Sarah Lawrence College,40.93815439999999,-73.8320784,Bronxville,NY
Harford Community College,39.5359406,-76.34829309999999,Bel Air,MD
Lancaster Bible College,40.0378755,-76.3055144,Lancaster,PA
Bethany Lutheran College,44.1661456,-94.0055647,Mankato,MN
Freed-Hardeman University,35.4408398,-88.6363382,Henderson,TN
Howard Payne University,31.7093197,-98.9911611,Brownwood,TX
East Central Community College,32.4390303,-89.1083912,Decatur,MS
Hastings College,40.5862583,-98.38987259999999,Hastings,NE
Waynesburg University,39.8964641,-80.1792299,Waynesburg,PA
Fresno City College,36.7377981,-119.7871247,Fresno,CA
University of Puget Sound,47.2528768,-122.4442906,Tacoma,WA
Schreiner University,30.0474332,-99.1403189,Kerrville,TX
San Diego City College,32.715738,-117.1610838,San Diego,CA
Lebanon Valley College,40.3295359,-76.51524429999999,Annville,PA
Westminster College (Missouri),38.84670819999999,-91.94795859999999,Fulton,MO
Ursinus College,40.1856597,-75.451571,Collegeville,PA
Willamette University,44.9428975,-123.0350963,Salem,OR
Indiana University Kokomo,40.4752663,-86.0985201,Kokomo,IN
Pratt Institute,40.6781784,-73.9441579,Brooklyn,NY
North Carolina A&T State University,36.0725632,-79.791534,Greensboro,NC
Orange Coast Community College,33.6638439,-117.9047429,Costa Mesa,CA
Penn State Harrisburg,41.2033216,-77.1945247,,PA
Maryville College (Tenn.),35.7564719,-83.9704593,Maryville,TN
College of Wooster,40.798237,-81.9399145,Wooster,OH
Concordia College,46.8737648,-96.76780389999999,Moorhead,MN
Ohio Wesleyan University,40.2986724,-83.067965,Delaware,OH
Austin College,33.6356618,-96.6088805,Sherman,TX
Rust College,34.76759670000001,-89.44868939999999,Holly Springs,MS
Hood College,39.41426879999999,-77.4105409,Frederick,MD
Alma College,43.3789694,-84.66023539999999,Alma,MI
West Valley College,37.2653356,-122.0072937,Saratoga,CA
University of Dubuque,42.5063629,-90.6677479,Dubuque,IA
Illinois Wesleyan University,40.4842027,-88.99368729999999,Bloomington,IL
Lakeland College,43.7508284,-87.71453,Sheboygan,WI
Catholic University of America,38.9071923,-77.0368707,Washington,DC
Johnson C. Smith University,35.2270869,-80.8431267,Charlotte,NC
Saint Vincent College,40.3211808,-79.37948109999999,Latrobe,PA
Copiah-Lincoln Community College,31.701277,-90.3975928,Wesson,MS
"University of Wisconsin, Stevens Point",44.52357920000001,-89.574563,Stevens Point,WI
El Camino College,34.0549076,-118.242643,Los Angeles,CA
Messiah College,40.2132692,-77.0080309,Mechanicsburg,PA
Anderson University,40.1051253,-85.6781677,Anderson,IN
Capital University,39.9611755,-82.99879419999999,Columbus,OH
Shippensburg University of Pennsylvania,41.2104564,-79.38025669999999,Clarion,PA
Saint Norbert College,44.4488805,-88.0603806,De Pere,WI
Curry College,42.2495321,-71.0661653,Milton,MA
Truett Mcconnell University,34.5950568,-83.7481755,Cleveland,GA
Seton Hill University,40.3014581,-79.5389289,Greensburg,PA
University of Scranton,41.2033216,-77.1945247,,PA
Judson University,42.0354084,-88.2825668,Elgin,IL
University of West Georgia,33.5801103,-85.0766113,Carrollton,GA
Mount San Jacinto College,33.7839084,-116.958635,San Jacinto,CA
Folsom Lake College,38.6719495,-121.1612945,Folsom,CA
Guilford College,36.0725632,-79.791534,Greensboro,NC
Friends University,37.68717609999999,-97.33005299999999,Wichita,KS
Misericordia University,41.3361911,-75.9632546,Dallas,PA
Bridgewater State University,41.99024199999999,-70.9754708,Bridgewater,MA
State University of New York Geneseo,42.795896,-77.816947,Geneseo,NY
Webster University,38.5925524,-90.3573389,Webster Groves,MO
Central Alabama Community College,32.944012,-85.9538532,Alexander City,AL
Westminster College (PA),41.2033216,-77.1945247,,PA
Saint Mary's College of Maryland,38.1908991,-76.4290321,Saint Marys City,MD
Illinois College,39.733936,-90.2290098,Jacksonville,IL
State University of New York Oswego,43.4553461,-76.5104973,Oswego,NY
Macalester College,44.9537029,-93.0899578,Saint Paul,MN
Milwaukee School of Engineering,43.0389025,-87.9064736,Milwaukee,WI
Simmons University,42.3600825,-71.0588801,Boston,MA
Snead State Community College,34.2031662,-86.15209689999999,Boaz,AL
York College (Pennsylvania),39.9625984,-76.727745,York,PA
Molloy University,40.65871380000001,-73.6412406,Rockville Centre,NY
Covenant College,34.9775757,-85.35773630000001,Lookout Mountain,GA
St. Ambrose University (Iowa),41.5236437,-90.5776367,Davenport,IA
Geneva College (Pa.),40.7520097,-80.31922949999999,Beaver Falls,PA
Abraham Baldwin Agricultural College,31.4504629,-83.5084973,Tifton,GA
Folsom Lake College,38.6719495,-121.1612945,Folsom,CA
Castleton State College,43.6106223,-73.17983199999999,Castleton,VT
Bond University,-28.0731557,153.4166758,Robina,QLD
Bevill State,33.8366295,-87.2652722,Jasper,AL
Salve Regina University,41.4901024,-71.3128285,Newport,RI
Vermont State University Lyndon,44.5336665,-72.0031513,Lyndon,VT
Northeast Mississippi Community College,34.6581596,-88.5667036,Booneville,MS
Grossmont College,32.7947731,-116.9625269,El Cajon,CA
Salem College,36.09985959999999,-80.244216,Winston-Salem,NC
Rutgers University - Camden,39.9259463,-75.1196199,Camden,NJ
Farmingdale State College,40.7325997,-73.4454009,Farmingdale,NY
Nazareth College,43.15657789999999,-77.6088465,Rochester,NY
Sacramento City College,38.5781342,-121.4944209,Sacramento,CA
Albion College,42.243097,-84.7530304,Albion,MI
Bridgewater College,38.38207060000001,-78.97669599999999,Bridgewater,VA
Monmouth College,40.9114271,-90.64735759999999,Monmouth,IL
Weatherford College,32.7412919,-97.79257559999999,Weatherford,TX
Fullerton College,33.8703645,-117.9242123,Fullerton,CA
Clarks Summit University,41.4806912,-75.6848074,,PA
State University of New York Cortland,42.6011813,-76.1804843,Cortland,NY
Lane College,35.6145169,-88.81394689999999,Jackson,TN
Rose-Hulman Institute of Technology,39.4667034,-87.41390919999999,Terre Haute,IN
Indiana University Southeast,38.2856247,-85.8241312,New Albany,IN
Mount Union College,40.9153362,-81.10593089999999,Alliance,OH
"Lehman College, City University of New york",40.8447819,-73.8648268,The Bronx,NY
Sage Colleges,42.6525793,-73.7562317,Albany,NY
Texas Lutheran University,29.56892479999999,-97.96458319999999,Seguin,TX
Marymount University,38.8816208,-77.09098089999999,Arlington,VA
University of Saint Joseph (CT),41.7620842,-72.7420151,West Hartford,CT
University of St. Francis (Ind.),41.079273,-85.1393513,Fort Wayne,IN
Huntingdon College(Ala.),32.3792233,-86.3077368,Montgomery,AL
Salem State University,42.5197473,-70.8954626,Salem,MA
Chabot College,37.6687665,-122.0809964,Hayward,CA
"University of Wisconsin, River Falls",44.8596311,-92.62549659999999,River Falls,WI
Elizabeth City State University,36.2946008,-76.2510461,Elizabeth City,NC
St. Catherine University,44.977753,-93.2650108,Minneapolis,MN
"Penn State Erie, Behrend",42.12922409999999,-80.085059,Erie,PA
Cosumnes River College,38.5781342,-121.4944209,Sacramento,CA
Hanover College,38.7143539,-85.4614486,Hanover,IN
Emerson College,42.3600825,-71.0588801,Boston,MA
Wilkes University,41.2033216,-77.1945247,,PA
Concordia University Wisconsin,43.2159232,-88.0314174,Mequon,WI
York College (New York),40.7037439,-73.7991953,Queens,NY
Ramapo College,41.0886216,-74.1435843,Mahwah,NJ
Columbia College,34.0008322,-81.035147,Columbia,SC
Plymouth State University,43.7570196,-71.6881528,Plymouth,NH
Indiana University East,39.8289369,-84.8902382,Richmond,IN
Canada College,37.4847955,-122.228141,Redwood City,CA
King's College (Pennsylvania),41.2033216,-77.1945247,,PA
Hunter College,40.7127753,-74.0059728,New York,NY
Millikin University,39.8403147,-88.9548001,Decatur,IL
Diablo Valley College,37.9479786,-122.0607963,Pleasant Hill,CA
Southwest Mississippi Community College,31.2947724,-90.4443409,Summit,MS
Penn State Abington,40.1240795,-75.11951069999999,,PA
Mary Baldwin University,38.149576,-79.0716958,Staunton,VA
State University of New York at Plattsburgh,44.6994873,-73.4529124,Plattsburgh,NY
University of St. Francis (Ill.),41.525031,-88.0817251,Joliet,IL
Bluefield State College,37.2698395,-81.2223195,Bluefield,WV
Meredith College,35.7795897,-78.6381787,Raleigh,NC
Western Connecticut State,41.394817,-73.4540111,Danbury,CT
Clarion University of Pennsylvania,41.2104564,-79.38025669999999,Clarion,PA
Westminster College (Missouri),38.84670819999999,-91.94795859999999,Fulton,MO
Lancaster Bible College,40.0378755,-76.3055144,Lancaster,PA
Suffolk University,42.3600825,-71.0588801,Boston,MA
University of San Francisco,37.7749295,-122.4194155,San Francisco,CA
Baldwin-Wallace College,41.3661614,-81.8543026,Berea,OH
University of Lynchburg,37.4137536,-79.14224639999999,Lynchburg,VA
Simpson College,41.3582864,-93.5583276,Indianola,IA
Austin College,33.6356618,-96.6088805,Sherman,TX
Imperial Valley College,32.8475528,-115.5694391,Imperial,CA
University of Pittsburgh at Greensburg,40.3014581,-79.5389289,Greensburg,PA
University of Dallas,32.8140177,-96.9488945,Irving,TX
Desales University,40.6022939,-75.4714098,Allentown,PA
King University (Tenn.),36.5951059,-82.18874439999999,Bristol,TN
Kean University,40.6975898,-74.26316349999999,Union,NJ
Lakeland College,43.7508284,-87.71453,Sheboygan,WI
"Vermont State University, Johnson",44.6410534,-72.6727401,Johnson,VT
"University of Wisconsin, Stout",44.8857671,-88.6507943,,WI
Penn State Altoona,40.5186809,-78.3947359,Altoona,PA
State University of New York at Oneonta,42.4528571,-75.0637746,Oneonta,NY
Lock Haven University,41.1407091,-77.4611467,Lock Haven,PA
Yeshiva University,40.7127753,-74.0059728,New York,NY
"University of Minnesota, Morris",45.5919444,-95.9188889,Morris,MN
Le Moyne-Owen College,35.1495343,-90.0489801,Memphis,TN
West Liberty University,40.169794,-80.5936851,West Liberty,WV
Southwest Virginia Community College,37.0054947,-81.7964178,Cedar Bluff,VA
Lewis & Clark Comm. College (IL),38.9556031,-90.1867764,Godfrey,IL
St. John Fisher College,43.15657789999999,-77.6088465,Rochester,NY
Highline College,47.4017661,-122.3242902,Des Moines,WA
Shawnee State University,38.7317431,-82.9976742,Portsmouth,OH
State University of New York Fredonia,42.4400576,-79.3317105,Fredonia,NY
Shepherd University,39.4300996,-77.8041609,Shepherdstown,WV
Coastal Alabama Community College North,30.8516728,-87.7773459,Bay Minette,AL
University of the Ozarks,35.4712243,-93.468612,Clarksville,AR
State University of New York Purchase,40.9700171,-73.7176337,Harrison,NY
Concordia University Ann Arbor,42.2808256,-83.7430378,Ann Arbor,MI
Clark University,42.2625932,-71.8022934,Worcester,MA
Mars Hill University,35.82649809999999,-82.5492999,Mars Hill,NC
Elizabethtown College,40.1528719,-76.6027455,Elizabethtown,PA
"Fairleigh Dickinson University, College at Florham",40.7741362,-74.4382335,Madison,NJ
Stevenson University,39.4195499,-76.7802528,Owings Mills,MD
Hood College,39.41426879999999,-77.4105409,Frederick,MD
Southwestern College At Chula Vista,36.778261,-119.4179324,,CA
Immaculata University,40.0362184,-75.5138118,Malvern,PA
Western New England University,42.1014831,-72.589811,Springfield,MA
Lesley University,42.3736158,-71.10973349999999,Cambridge,MA
Curry College,42.2495321,-71.0661653,Milton,MA
Lourdes University,41.7189392,-83.7129935,Sylvania,OH
Eastern Nazarene College,42.2528772,-71.0022705,Quincy,MA
Mercer County Comm. College,40.2201787,-74.7642295,Trenton,NJ
Bethany Lutheran College,44.1661456,-94.0055647,Mankato,MN
Grand View University,41.5868417,-93.6249522,Des Moines,IA
Williamson Free School of Mechanical Trades,39.9167783,-75.387693,Media,PA
Hinds Community College,32.2593146,-90.4225951,Raymond,MS
Ventura College,34.2804923,-119.2945199,Ventura,CA
Husson University,44.8016128,-68.7712257,Bangor,ME
"University of Massachusetts, Dartmouth",41.6130323,-70.9704787,Dartmouth,MA
Maryville University of Saint Louis,38.6270025,-90.19940419999999,St. Louis,MO
Baker University,38.775007,-95.1863603,Baldwin City,KS
Susquehanna University,40.7989735,-76.8621935,Selinsgrove,PA
Johnson and Wales University (NC),35.2270869,-80.8431267,Charlotte,NC
Kentucky Wesleyan College,37.7719074,-87.1111676,Owensboro,KY
Mount Vernon Nazarene University,40.3932283,-82.48543599999999,Mount Vernon,OH
Saint Mary's University of Minnesota,44.0553908,-91.6663523,Winona,MN
Belhaven University,32.2981392,-90.18065,Jackson,MS
Concordia University Chicago,41.8939617,-87.81984779999999,River Forest,IL
Alfred University,42.2278258,-77.76809519999999,,NY
Franklin College,39.4806055,-86.0549863,Franklin,IN
Marywood University,41.408969,-75.66241219999999,Scranton,PA
"Lehman College, City University of New york",40.8447819,-73.8648268,The Bronx,NY
Ursuline College,41.47838650000001,-81.4637295,Pepper Pike,OH
State University of New York Brockport,43.2136713,-77.9391797,Brockport,NY
UTR Example College,36.0331164,-86.78277720000001,Brentwood,TN
Livingstone College,35.6709727,-80.4742261,Salisbury,NC
Carlow College,40.44062479999999,-79.9958864,Pittsburgh,PA
Southwestern Illinois College,38.5166878,-89.9233428,Belleville,IL
Kaskaskia College,38.5285169,-89.1316944,Centralia,IL
Clarks Summit University,41.4806912,-75.6848074,,PA
Salem State University,42.5197473,-70.8954626,Salem,MA
Martin Luther College,46.729553,-94.6858998,,MN
Lycoming College,41.2411897,-77.00107860000001,Williamsport,PA
University of San Francisco,37.7749295,-122.4194155,San Francisco,CA
"Vermont State University, Johnson",44.6410534,-72.6727401,Johnson,VT
Neumann University,41.2033216,-77.1945247,,PA
Oakton Community College,42.0622277,-87.8802899,Des Plaines,IL
Eastern University,40.0409428,-75.37852339999999,Saint Davids,PA
Virginia Union University,37.5407246,-77.4360481,Richmond,VA
The University of Olivet,42.4414273,-84.92415419999999,Olivet,MI
Montreat (N.C.),35.6442841,-82.30289719999999,Montreat,NC
Buena Vista University,41.8780025,-93.097702,,IA
Notre Dame of Maryland University,39.2903848,-76.6121893,Baltimore,MD
Penn State Berks,40.3356483,-75.9268747,Reading,PA
"State College of Florida, Manatee-Sarasota",27.4989278,-82.5748194,Bradenton,FL
Houghton College,42.4233981,-78.1572319,Houghton,NY
Tabor College,38.3519555,-97.20447229999999,Hillsboro,KS
Sul Ross State University,30.3561488,-103.6696958,Alpine,TX
William Peace University,35.7795897,-78.6381787,Raleigh,NC
Mount Aloysius College,40.4597938,-78.59168369999999,Cresson,PA
Mount Saint Mary College (New York),41.5034271,-74.0104178,Newburgh,NY
La Roche University,40.44062479999999,-79.9958864,Pittsburgh,PA
St. Joseph's College Long Island,40.7659783,-73.01934299999999,Patchogue,NY
Thomas College (Maine),44.5520105,-69.6317121,Waterville,ME
John Jay College of Criminal Justice,40.7127753,-74.0059728,New York,NY
Thiel College,41.404499,-80.39117850000001,Greenville,PA
Mary Baldwin University,38.149576,-79.0716958,Staunton,VA
University of the Sciences (Pa.),39.9525839,-75.1652215,Philadelphia,PA
Bryn Athyn College,40.1314988,-75.06739379999999,Bryn Athyn,PA
Waynesburg University,39.8964641,-80.1792299,Waynesburg,PA
Brescia University,37.7719074,-87.1111676,Owensboro,KY
Sarah Lawrence College,40.93815439999999,-73.8320784,Bronxville,NY
Marietta College,39.41535200000001,-81.45484359999999,Marietta,OH
Albertus Magnus College,41.308274,-72.9278835,New Haven,CT
Oglethorpe University,33.7501275,-84.3885209,Atlanta,GA
Alvernia University,40.3356483,-75.9268747,Reading,PA
Franklin Pierce University,42.759337,-72.0231125,Rindge,NH
Bluefield University,37.252617,-81.2712105,Bluefield,VA
Northwest Missouri State University,40.3461017,-94.8724706,Maryville,MO
Southwest Virginia Community College,37.0054947,-81.7964178,Cedar Bluff,VA
Blue Mountain Christian University,34.670931,-89.0264538,Blue Mountain,MS
Berea College,37.568694,-84.2963223,Berea,KY
Cedar Crest College,40.6022939,-75.4714098,Allentown,PA
McDaniel College,39.5753791,-76.9958149,Westminster,MD
Lesley University,42.3736158,-71.10973349999999,Cambridge,MA
Penn College Of Technology,41.2411897,-77.00107860000001,Williamsport,PA
Holy Names University,37.8043514,-122.2711639,Oakland,CA
Manchester College,41.0006005,-85.768597,North Manchester,IN
Rowan College At Gloucester County,39.7662167,-75.1441926,Mantua Township,NJ
William Paterson University of New Jersey,40.92537249999999,-74.2765441,Wayne,NJ
Crown College,44.8846627,-93.7435161,Saint Bonifacius,MN
Prairie State College,41.506146,-87.6355995,Chicago Heights,IL
Brooklyn College,40.6781784,-73.9441579,Brooklyn,NY
Oakton Community College,42.0333623,-87.88339909999999,Des Plaines,IL
LaGrange College,33.0362218,-85.0322444,LaGrange,GA
College Of The Sequoias,36.3301329,-119.2966367,Visalia,CA
West Liberty University,40.169794,-80.5936851,West Liberty,WV
University of Connecticut,41.788489,-72.2292913,Mansfield,CT
Eastern Nazarene College,42.2528772,-71.0022705,Quincy,MA
Alverno College,43.0389025,-87.9064736,Milwaukee,WI
Paradise Valley Comm. College,33.4483771,-112.0740373,Phoenix,AZ
San Diego Christian College,32.8383828,-116.9739167,Santee,CA
Bowie State University,39.0067768,-76.77913649999999,Bowie,MD
Moraine Valley Community College,41.6966992,-87.8169984,Palos Hills,IL
Ferrum College,36.9229159,-80.01337120000001,Ferrum,VA
Southwestern College (Kansas),37.2397486,-96.9955918,Winfield,KS
Atlantis University,25.7863708,-80.21127969999999,Miami,FL
Holy Names University,37.8043514,-122.2711639,Oakland,CA
Louisiana College,30.5190775,-91.5208624,,LA
York College (New York),40.7037439,-73.7991953,Queens,NY
Trinity Washington University,38.9071923,-77.0368707,Washington,DC
Winston-Salem State University,36.09985959999999,-80.244216,Winston-Salem,NC
Utica University,43.100903,-75.232664,Utica,NY
Solano College,38.2491956,-122.0405151,Fairfield,CA
Hollins University,37.2709704,-79.9414266,Roanoke,VA
University of the Southwest,32.7026116,-103.1360403,Hobbs,NM
Vermont State University Lyndon,44.5336665,-72.0031513,Lyndon,VT
Sauk Valley Community College,41.8389213,-89.47954779999999,Dixon,IL
UT Example College,37.4418834,-122.1430195,Palo Alto,CA
University of Southern Maine,43.6797054,-70.4429309,Gorham,ME
Mission College,37.3541079,-121.9552356,Santa Clara,CA
Jacksonville College,31.9293086,-95.26844369999999,Jacksonville,TX
New Jersey City University,40.7195342,-74.0430133,Jersey City,NJ
Saddleback College,33.5968913,-117.6581562,Mission Viejo,CA
Dominican University,41.8939617,-87.81984779999999,River Forest,IL
Concordia College - New York,40.93815439999999,-73.8320784,Bronxville,NY
Marian University (Wisconsin),43.7730448,-88.4470508,Fond du Lac,WI
Holmes Community College,32.9704992,-89.91714669999999,Goodman,MS
Reedley College,36.5963395,-119.4504029,Reedley,CA
Canada College,37.4847955,-122.228141,Redwood City,CA
McHenry County College,42.2411344,-88.31619649999999,Crystal Lake,IL
Rio Hondo College,33.9791793,-118.032844,Whittier,CA
"University of Wisconsin, Green Bay",44.5133188,-88.0132958,Green Bay,WI
"University of Wisconsin, Green Bay",44.5133188,-88.0132958,Green Bay,WI
Sonoma State University,38.3396367,-122.7010984,Rohnert Park,CA
La Salle University,39.9525839,-75.1652215,Philadelphia,PA
North Central Texas College,33.62594139999999,-97.1333453,Gainesville,TX
Concord University,37.4223414,-81.0161994,Athens,WV
Aurora University,41.7605849,-88.32007150000001,Aurora,IL
Aurora University,41.7605849,-88.32007150000001,Aurora,IL
Greensboro College,36.0725632,-79.791534,Greensboro,NC
Elmira College,42.0897965,-76.8077338,Elmira,NY
Mt. Ida College,42.3600825,-71.0588801,Boston,MA
University of La Verne,34.1008426,-117.7678355,La Verne,CA
Medaille College,42.88644679999999,-78.8783689,Buffalo,NY
Cypress College,33.8169366,-118.0368507,Cypress,CA
Nassau Community College,40.7267682,-73.6342954,Garden City,NY
Pima Community College,32.2539787,-110.9741769,Tucson,AZ
Brookdale Community College,40.3927801,-74.09981789999999,Middletown Township,NJ
Brookdale Community College,40.3927801,-74.09981789999999,Middletown Township,NJ
East Central University,34.774531,-96.6783449,Ada,OK
Graceland University (Iowa),41.8780025,-93.097702,,IA
Lindenwood University (Illinois),38.5200504,-89.9839935,Belleville,IL
St. Catharine College,37.7086731,-85.25773749999999,Saint Catharine,KY
Cerritos College,33.9022367,-118.081733,Norwalk,CA
McHenry County College,42.2411344,-88.31619649999999,Crystal Lake,IL
Green Mountain College (Vt.),44.5588028,-72.57784149999999,,VT
Bethany College,40.205627,-80.55673840000001,Bethany,WV
Southern Wesleyan University,34.7242749,-82.7812526,Central,SC
Skagit Valley College,48.4201105,-122.3374542,Mount Vernon,WA
Palomar College,33.1433723,-117.1661449,San Marcos,CA
Brewton-Parker College,32.1785145,-82.5945783,Mount Vernon,GA
St. Joseph's College (Brooklyn),40.6781784,-73.9441579,Brooklyn,NY
Concordia University (Neb.),41.4925374,-99.9018131,,NE
Monterey Peninsula College,36.6002378,-121.8946761,Monterey,CA
Onondaga Community College,43.0043288,-76.1978987,Syracuse,NY
Ocean County College,40.0083629,-74.16546079999999,Toms River,NJ
San Diego Mesa College,32.715738,-117.1610838,San Diego,CA
Melbourne University,-37.7962849,144.9598069,Parkville,VIC
Ohlone College,37.52933409999999,-121.9145627,Fremont,CA
Cooper Union,40.7127753,-74.0059728,New York,NY
Saint Edward's University,30.267153,-97.7430608,Austin,TX
Mohawk Valley Community College,43.0780047,-75.2177317,Utica,NY
Spokane Community College,47.6750202,-117.3617871,Spokane,WA
Marian University (Wisconsin),43.7730448,-88.4470508,Fond du Lac,WI
"Southern Illinois University, Edwardsville",38.8114364,-89.95315699999999,Edwardsville,IL
Mercer County Comm. College,40.2201787,-74.7642295,Trenton,NJ
Cardinal Strich University,43.0389025,-87.9064736,Milwaukee,WI
Victor Valley College,34.5362184,-117.2927641,Victorville,CA
"University of Minnesota, Morris",45.5919444,-95.9188889,Morris,MN
"University of Wisconsin, Oshkosh",44.0247062,-88.5426136,Oshkosh,WI
Saint Peter's University,40.7195342,-74.0430133,Jersey City,NJ
Central Christian College,38.3708415,-97.66420869999999,McPherson,KS
Central Christian College,38.3708415,-97.66420869999999,McPherson,KS
Alice Lloyd College,37.3344951,-82.8770547,Pippa Passes,KY
HCC - Tennis,27.9762328,-82.5093014,Tampa,FL
New Mexico Military Institute,33.3942528,-104.5226958,Roswell,NM
"University of Massachusetts, Dartmouth",41.6130323,-70.9704787,Dartmouth,MA
Grossmont College,32.7947731,-116.9625269,El Cajon,CA
Stony Brook University,40.9256538,-73.1409429,Stony Brook,NY
Saint Anselm College,43.0204052,-71.6002223,Goffstown,NH
Hartwick College,42.4528571,-75.0637746,Oneonta,NY
Castleton State College,43.6106223,-73.17983199999999,Castleton,VT
College Of Lake County,42.34446639999999,-88.04174599999999,Grayslake,IL
Millenia Atlantic University,25.8080799,-80.3526917,Doral,FL
Florida Atlantic University,26.3683064,-80.1289321,Boca Raton,FL
Morehead State University,38.1839705,-83.4326841,Morehead,KY
University of Northern Colorado,40.4233142,-104.7091322,Greeley,CO
Laredo Community College,27.5035613,-99.5075519,Laredo,TX
Laredo Community College,27.5035613,-99.5075519,Laredo,TX
Brigham Young University - Hawaii,21.6470326,-157.9212876,Laie,HI
